antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"RACACOR_4.0, PESO_2.0, APGAR5_3.0",PARTO_2.0,0.8123256950633967,1.0,0.8123256950633967,1.0,1.0,1.0,0.0,inf,0.0,0.8123256950633968,0.0,0.9061628475316984
"CODOCUPMAE_1.0, PESO_2.0, APGAR5_3.0",PARTO_2.0,0.6372157212271068,1.0,0.6372157212271068,1.0,1.0,1.0,0.0,inf,0.0,0.6372157212271068,0.0,0.8186078606135534
"PESO_2.0, APGAR5_3.0, QTDFILMORT_0.0",PARTO_2.0,0.6510307351715017,1.0,0.6510307351715017,1.0,1.0,1.0,0.0,inf,0.0,0.6510307351715017,0.0,0.8255153675857508
"CODOCUPMAE_1.0, APGAR5_3.0",PARTO_2.0,0.757956930508036,1.0,0.757956930508036,1.0,1.0,1.0,0.0,inf,0.0,0.757956930508036,0.0,0.878978465254018
"PESO_2.0, QTDFILMORT_0.0",PARTO_2.0,0.6603317903453034,1.0,0.6603317903453034,1.0,1.0,1.0,0.0,inf,0.0,0.6603317903453034,0.0,0.8301658951726517
"GESTACAO_3.0, CONSULTAS_4.0, APGAR5_3.0",PARTO_2.0,0.6250503148270607,1.0,0.6250503148270607,1.0,1.0,1.0,0.0,inf,0.0,0.6250503148270607,0.0,0.8125251574135304
"RACACOR_4.0, APGAR5_3.0, QTDFILMORT_0.0, MESPRENAT_1.0",PARTO_2.0,0.6112209252177914,1.0,0.6112209252177914,1.0,1.0,1.0,0.0,inf,0.0,0.6112209252177914,0.0,0.8056104626088957
"RACACOR_4.0, QTDFILMORT_0.0",PARTO_2.0,0.7695329346482275,1.0,0.7695329346482275,1.0,1.0,1.0,0.0,inf,0.0,0.7695329346482275,0.0,0.8847664673241138
"CODOCUPMAE_1.0, RACACOR_4.0",PARTO_2.0,0.7626721485868722,1.0,0.7626721485868722,1.0,1.0,1.0,0.0,inf,0.0,0.7626721485868722,0.0,0.8813360742934361
"GESTACAO_3.0, PESO_2.0, APGAR5_3.0",PARTO_2.0,0.7433728184928553,1.0,0.7433728184928553,1.0,1.0,1.0,0.0,inf,0.0,0.7433728184928554,0.0,0.8716864092464276
"QTDFILMORT_0.0, MESPRENAT_1.0",PARTO_2.0,0.6332911647163681,1.0,0.6332911647163681,1.0,1.0,1.0,0.0,inf,0.0,0.6332911647163681,0.0,0.8166455823581841
"CODOCUPMAE_1.0, PESO_2.0",PARTO_2.0,0.6463945832494753,1.0,0.6463945832494753,1.0,1.0,1.0,0.0,inf,0.0,0.6463945832494753,0.0,0.8231972916247376
"CODOCUPMAE_1.0, MESPRENAT_1.0",PARTO_2.0,0.6369102383485237,1.0,0.6369102383485237,1.0,1.0,1.0,0.0,inf,0.0,0.6369102383485237,0.0,0.8184551191742618
